steps	avg_reward	std_reward
0	-1248.1224839193576	219.44131596855473
1	-1288.3253147507487	286.64274950499953
2	-1203.468797470554	292.42220709947344
3	-1187.4514624902688	280.99499446544957
4	-1159.5668746371446	240.843218368059
5	-1091.333966855922	205.28181134843504
6	-1231.6729583032634	288.06932787988904
7	-1194.373668365137	257.45456055800605
8	-1219.2164485886053	264.6710250960912
9	-1214.6770474625723	206.66718267054895
10	-1210.155673322088	149.46363994289206
11	-1276.5555613869624	142.93498525734586
12	-1284.726132441943	198.7897449085919
13	-1313.2482519594787	76.45289430844686
14	-1294.6672476762883	151.26222439920866
15	-1294.5638556074286	124.751365297594
16	-1267.5654385568998	157.5679004913533
17	-1334.2904674981849	162.8120878110922
18	-1311.6337587729047	153.97893716016256
19	-1287.545100837662	156.35051640785522
20	-1339.9658719330694	117.08412045939484
21	-1308.2744557376154	142.3143217929112
22	-1334.0960954533148	134.9324771413081
23	-1248.9678350776862	110.90963528199873
24	-1319.688809361865	72.7498438066382
25	-1306.918990482855	83.94558361684464
26	-1317.5240485055244	97.19914521103266
27	-1309.8598633069464	70.50454739032612
28	-1333.2847146748616	89.55633645327691
29	-1333.2994417218363	46.569473308229405
30	-1333.2376214108333	63.47533503871582
31	-1335.4449662215122	79.00705427489383
32	-1338.5839304483777	108.47563335174719
33	-1343.1876589922927	75.66991999931888
34	-1354.6472604220535	109.97790760322076
35	-1351.9954642991795	131.97394047097927
36	-1364.3558255168878	85.17145109420636
37	-1342.5439618550806	97.14753344512513
38	-1319.3036594582147	127.70799017844031
39	-1351.9098289693281	139.03652495166847
40	-1333.8727632729992	117.96554062567652
41	-1352.1611417153722	129.4371155488045
42	-1346.017681988812	140.6872853922377
43	-1415.6676169404618	116.99869044783024
44	-1386.6822846168027	166.2267249757579
45	-1390.8204404881526	147.31920182565466
46	-1389.3557927551446	153.53399259751473
47	-1306.4024409242986	157.95930443655223
48	-1380.9096843075029	138.6980860236014
49	-1385.4115511752375	126.41168929742186
50	-1351.7150405997934	133.46308334900837
51	-1386.1265827133948	125.32587516887261
52	-1406.7290692093393	115.49975522318552
53	-1425.8944100341132	81.83797922506595
54	-1414.2408655544223	64.84758476312354
55	-1426.66974963787	73.03477762299154
56	-1473.5732376274518	70.80438762235069
57	-1464.3271785183229	59.49711959183688
58	-1477.5684559240183	49.8632218977003
59	-1479.906722855402	57.08457696900073
60	-1483.30681493341	62.587771663944515
61	-1499.7142889132897	52.1100242974018
62	-1475.370923326693	53.64168024190585
63	-1483.7424979224866	48.49678058229598
64	-1498.4752315831072	55.25776479038858
65	-1497.6418008989222	47.17774822372127
66	-1473.3621321164705	65.65761969049726
67	-1509.8792157457472	49.94565475719717
68	-1485.3039493990698	70.74529269086524
69	-1505.4515119814835	53.847301771293985
70	-1517.2036336121269	44.77093001149266
71	-1514.0538836028793	60.425551781163385
72	-1495.0923712542708	56.680192134454266
73	-1491.2055158737483	60.2021573061088
74	-1484.2018212640294	66.26357018733778
75	-1496.7899014040047	59.67126637719481
76	-1495.7073940062767	48.91132793844666
77	-1496.457038866427	63.877261664930785
78	-1500.3817947031246	61.72392950169572
79	-1496.168107690842	62.743693474153744
80	-1502.0001652957687	51.318049636860586
81	-1523.679146553809	57.663650437460376
82	-1494.4834376900794	62.48753198689235
83	-1461.9196023051177	62.825644407597444
84	-1474.093048410758	70.27782577761978
85	-1485.6457181357628	61.276789675027764
86	-1490.6800927978602	63.35868802902765
87	-1468.7458501904914	74.13685431031057
88	-1491.0071900940882	69.06633158341565
89	-1458.4466377288277	66.28272989484175
90	-1473.267710957198	69.28949757790429
91	-1448.8770679857919	67.28346236038925
92	-1443.486042720672	68.35034227178787
93	-1452.095713317935	63.27629347902733
94	-1434.6759044187672	63.79784832421772
95	-1448.6360884274386	54.210680682070496
96	-1453.9952842732805	48.87747013657051
97	-1452.995250752493	49.753329413908965
98	-1429.8829010527902	60.996965102502045
99	-1456.6024170407127	57.271679424578885
100	-1445.650570067623	46.02463486309567
101	-1450.4858174101664	51.16591593137931
102	-1436.3649314434185	46.744307393729535
103	-1459.4481479732024	61.28330787502181
104	-1470.5582331772641	43.52039431699591
105	-1470.3602783726865	55.5440239357721
106	-1482.0359636978762	54.0580112565774
107	-1495.1239443692205	42.03515759197279
108	-1508.098692589079	48.92409167372961
109	-1517.9985141022905	56.482945329289834
110	-1527.9899092503683	38.20813590333704
111	-1521.6132426575725	52.907589258858195
112	-1535.5359529733087	38.63965519249028
113	-1538.5426998941869	34.753444041553465
114	-1524.9866497517933	50.83837362823226
115	-1546.1807259598438	43.99346332896268
116	-1555.4099099225373	37.49492719162589
117	-1573.3905317996284	37.21851558687848
118	-1557.5039786836542	37.96539857092908
119	-1560.742434043908	49.14738135297106
120	-1579.043945378895	31.39864853084242
121	-1566.3698235130214	36.17779678428912
122	-1591.7255963401105	33.985315782568854
123	-1578.4483360637141	35.57090397163505
124	-1589.9923157949954	39.02343778948772
125	-1580.223371432963	35.97628735812848
126	-1592.356604186746	41.049866138167275
127	-1605.5080129208905	36.559481102168796
128	-1592.5479066871233	33.08110226880313
129	-1603.1057436749484	41.82541003947834
130	-1607.9950044992067	42.29502759617063
131	-1611.3588875028163	39.19729753284103
132	-1607.7647017471597	42.508864239787194
133	-1603.713349333849	32.80103264069445
134	-1604.0919912374368	47.9790948074802
135	-1612.3478788071834	40.99911017273867
136	-1622.8353527375893	40.339863403633586
137	-1620.5299883928144	27.862174185455995
138	-1625.3562656346444	36.14233532729544
139	-1608.2364778716676	35.24513529042415
140	-1627.1111859182117	32.466531448583545
141	-1614.7159072992445	47.01242058098847
142	-1605.5925038444343	42.99542772650266
143	-1613.3817898559923	46.17101299482704
144	-1608.2926701722834	30.62917161829707
145	-1612.8332521188408	34.248785313785945
146	-1594.1198211654873	41.43116975909086
147	-1607.3779899226868	40.747927723226525
148	-1607.4891217133911	27.817636228656905
149	-1611.5834827703575	36.025776727945946
150	-1623.2146049104551	42.68451800431804
151	-1599.8083472085457	49.6033623124917
152	-1604.5265183173399	43.657889289152706
153	-1600.682929259165	30.902548881408404
154	-1591.2456411981138	35.361435027675405
155	-1615.2486938444074	48.513313374587405
156	-1602.481947328973	45.26808368199068
157	-1608.780713888428	42.06724109601694
158	-1611.056067946447	36.19794716940934
159	-1605.8349052861877	44.32721497472163
160	-1588.7755498627362	50.26298335303471
161	-1602.7114456684044	38.61987110351338
162	-1607.6843927954835	38.383616457407236
163	-1591.169585324379	46.80567800871208
164	-1583.1317077830315	39.51951897525034
165	-1613.0576100879628	34.235617564567654
166	-1629.3764935716329	36.523739880059175
167	-1608.0207801868826	38.230000285804415
168	-1597.5315949569256	49.46852594139575
169	-1607.229812797786	33.20161014861458
170	-1592.8805716585555	41.34964489845046
171	-1614.988422022495	39.30918850036674
172	-1591.4158182831088	42.63721434237358
173	-1607.9192011193472	44.64584221710565
174	-1589.4654082030736	50.4088846990105
175	-1604.4920565818215	34.41840034356844
176	-1606.6346990892612	39.559529234209755
177	-1606.607955225046	36.01649810761582
178	-1590.189372202164	47.92723721209022
179	-1592.8325768539364	36.566221858857396
180	-1606.2366960234397	32.14822570483933
181	-1574.7024792829502	59.10147436696345
182	-1587.9571206911871	32.55969271992267
183	-1581.8698613872284	40.77933437731452
184	-1604.4440399435894	41.25812797110768
185	-1585.4890701116083	42.85609395588757
186	-1584.1934042082855	56.340717742492345
187	-1581.6533106434817	41.83087229667777
188	-1585.259587467322	34.91915188459045
189	-1600.7291595595648	33.1363360940228
190	-1613.1659823659318	29.9920769446742
191	-1586.3069561896032	41.990264577518616
192	-1594.5252266273865	40.7305088415148
193	-1591.194491202604	48.0325539916281
194	-1596.471929009455	42.64272223502617
195	-1604.6281721459707	42.9279774881635
196	-1607.592111613539	44.67241919773931
197	-1614.9403966731784	37.992408513697455
198	-1612.1280638026274	33.493282794701784
199	-1586.5374718360658	51.91209983541552
200	-1597.740611281014	35.27921006844052
201	-1596.7438108873582	40.51494726009404
202	-1603.180313096319	56.32000345055061
203	-1601.2171637294896	49.8856518861275
204	-1585.7551544678133	40.319713367002535
205	-1617.188059245471	36.007966103286414
206	-1590.1667439961448	35.6076978386201
207	-1604.9569276851948	50.648240821280346
208	-1602.2250688630704	37.23332541211367
209	-1599.4946064062076	52.35104394958249
210	-1591.5665209380074	56.618673120438146
211	-1593.1074014350702	51.08306815243588
212	-1592.564315705983	42.383215520517844
213	-1575.3077326256532	37.757043914044274
214	-1595.3248330000067	40.04701669957906
215	-1591.9060554109278	42.01801540321822
216	-1583.6119588339423	57.116035880775925
217	-1601.900398121873	38.0578045767059
218	-1582.466906050692	46.38707495977581
219	-1584.4264822053372	41.56847635592122
220	-1595.394438344027	35.31325478457115
221	-1589.526488787473	42.22483072983981
222	-1583.1741204032535	36.70668215554444
223	-1585.6988665918586	34.44414647858676
224	-1592.7901714216446	39.59753300363404
225	-1579.1555288115142	35.38230949228867
226	-1594.5860539688545	35.56546557677423
227	-1586.3843487194144	40.47358998891552
228	-1568.973735705974	50.90213481536296
229	-1590.5674580071518	48.16599549249812
230	-1593.978228237052	44.02833497853726
231	-1575.6338463574311	43.56453927311705
232	-1582.7286043243678	38.38678304585981
233	-1581.8275339575544	53.35679214670078
234	-1587.2412735646371	36.099130222119165
235	-1581.9935973340075	38.01637129125699
236	-1574.7416782769444	67.0214533702033
237	-1572.909999132887	45.34360869662503
238	-1562.5267943992876	44.96890438638899
239	-1565.1980393872393	60.87680578350392
240	-1564.9216302158775	71.73213202059233
241	-1559.4618596423115	75.90009993332737
242	-1550.4415317327177	59.34805086603726
243	-1552.2369617857414	61.068043772549196
244	-1570.7901487370161	48.20328226141796
245	-1556.9061018720372	67.17956743772436
246	-1553.3453701407554	70.81458544392878
247	-1546.4930778289904	52.73553583469159
248	-1565.5176830471316	69.76617727756776
249	-1563.949687664571	48.98061417412922
250	-1552.7068570664446	58.45044944148731
251	-1576.9354947015504	53.982583994596745
252	-1556.0770975284534	43.71893358787714
253	-1569.1198874744066	65.75483621390326
254	-1589.288460035243	38.93835474806857
255	-1564.6239000684125	40.56141697189436
256	-1574.2778229318633	45.866465136746186
257	-1563.2165182760154	54.209866405199655
258	-1555.8699962030778	56.68523893976797
259	-1583.7443499528858	50.11041697011964
260	-1552.0486203380906	55.67950679514243
261	-1564.2905282277611	41.33046316578254
262	-1552.660714136982	53.77339747487345
263	-1563.0515734646197	50.20907689163688
264	-1558.8802570079185	55.25733404360704
265	-1562.159412675562	43.994223243647646
266	-1548.8629785519424	54.22225612942389
267	-1553.9542310207291	50.37240920912079
268	-1557.975249471243	52.086828339209525
269	-1557.7391588443863	47.77938571701632
270	-1543.6167269635282	47.3895604021753
271	-1553.069556040805	74.49319065432998
272	-1538.7832919666077	49.667024123939555
273	-1559.2192767699596	33.49205945292129
274	-1540.7253656258742	59.892857965272135
275	-1538.5587725836965	41.193162156935735
276	-1551.879591953972	41.728871432558506
277	-1545.3244005885485	46.58203466679239
278	-1539.5203575332637	38.93127057129778
279	-1539.9191704157652	36.816067353709734
280	-1550.8727159383736	32.08874310601896
281	-1547.5059987134964	25.213015528808548
282	-1537.5763159166124	34.095648817478775
283	-1531.9886715929931	56.549268710722366
284	-1533.2184110166872	38.31109349633657
285	-1535.1493132601754	48.10065910864044
286	-1512.0597855274639	39.91844962947167
287	-1521.529143154178	49.18262765781247
288	-1521.628246969491	41.82691385168506
289	-1520.373832043191	43.43249844254726
290	-1518.9411619044738	55.724812696079816
291	-1517.3491145277203	34.01990423435782
292	-1491.5367394341351	54.905950699185105
293	-1479.431319635458	59.87492785493792
294	-1486.169174210635	51.08410382851222
295	-1476.6164085996218	57.990779098135874
296	-1473.4924079176126	63.83438144672159
297	-1473.9271289143433	63.770637793465646
298	-1490.6274214875564	67.75592174708211
299	-1481.9609497963536	90.13966765860182
300	-1491.7389336759304	81.38127955716516
301	-1463.2194504633212	107.50656777617851
302	-1479.758063277407	82.5091030710863
303	-1483.0720166152955	76.93937871284469
